parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
PENAHERRERA,COTACACHI,quinua,ssp585,2041-2060,0.5004,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,quinua,ssp585,2041-2060,0.7293,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
QUIROGA,COTACACHI,quinua,ssp585,2041-2060,0.7377,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SEIS DE JULIO DE CUELLAJE,COTACACHI,quinua,ssp585,2041-2060,0.4806,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
VACAS GALINDO,COTACACHI,quinua,ssp585,2041-2060,0.5004,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,quinua,ssp585,2041-2060,0.6972,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,quinua,ssp585,2041-2060,0.6972,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,quinua,ssp585,2041-2060,0.7048,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,quinua,ssp585,2041-2060,0.7148,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,quinua,ssp585,2041-2060,0.7063,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,quinua,ssp585,2041-2060,0.7304,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JUAN DE ILUMAN,OTAVALO,quinua,ssp585,2041-2060,0.6972,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,quinua,ssp585,2041-2060,0.6864,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN RAFAEL,OTAVALO,quinua,ssp585,2041-2060,0.7048,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,quinua,ssp585,2041-2060,0.5210,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,quinua,ssp585,2041-2060,0.7183,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,quinua,ssp585,2041-2060,0.5617,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,quinua,ssp585,2041-2060,0.7113,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,quinua,ssp585,2041-2060,0.5899,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.6387,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.7335,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.4944,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.6757,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.6757,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
TUMBABIRO,SAN MIGUEL DE URCUQUI,quinua,ssp585,2041-2060,0.6757,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,papa,ssp585,2061-2080,0.4916,98.4700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,papa,ssp585,2061-2080,0.4528,46.0400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
ANGOCHAGUA,IBARRA,papa,ssp585,2061-2080,0.5981,106.2500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA CAROLINA,IBARRA,papa,ssp585,2061-2080,0.3663,11.8900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Alta,0.0350,0.1850,0.7800,0.8725
LA ESPERANZA,IBARRA,papa,ssp585,2061-2080,0.5619,8.8400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,papa,ssp585,2061-2080,0.1920,0.1800,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,papa,ssp585,2061-2080,0.4808,3.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ANTONIO,IBARRA,papa,ssp585,2061-2080,0.4734,1.0700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,papa,ssp585,2061-2080,0.5377,1.3300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
IMBAYA,ANTONIO ANTE,papa,ssp585,2061-2080,0.4734,0.1800,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,papa,ssp585,2061-2080,0.4734,0.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,papa,ssp585,2061-2080,0.4734,1.4400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ROQUE,ANTONIO ANTE,papa,ssp585,2061-2080,0.5692,0.7300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,papa,ssp585,2061-2080,0.5377,1.3300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
APUELA,COTACACHI,papa,ssp585,2061-2080,0.5611,0.3700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,papa,ssp585,2061-2080,0.2653,0.0500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,papa,ssp585,2061-2080,0.5736,4.4900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PENAHERRERA,COTACACHI,papa,ssp585,2061-2080,0.4341,0.3200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,papa,ssp585,2061-2080,0.5795,0.4700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,papa,ssp585,2061-2080,0.5809,0.9700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,papa,ssp585,2061-2080,0.3574,3.8500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Alta,0.0910,0.3290,0.5800,0.7445
VACAS GALINDO,COTACACHI,papa,ssp585,2061-2080,0.4341,0.0500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,papa,ssp585,2061-2080,0.5692,45.9200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
DR. MIGUEL EGAS CABEZAS,OTAVALO,papa,ssp585,2061-2080,0.5692,8.1900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
EUGENIO ESPEJO,OTAVALO,papa,ssp585,2061-2080,0.5775,21.2300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
GONZALEZ SUAREZ,OTAVALO,papa,ssp585,2061-2080,0.6042,67.2900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PATAQUI,OTAVALO,papa,ssp585,2061-2080,0.5518,5.5200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN JOSE DE QUICHINCHE,OTAVALO,papa,ssp585,2061-2080,0.5601,12.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN JUAN DE ILUMAN,OTAVALO,papa,ssp585,2061-2080,0.5692,0.7500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,papa,ssp585,2061-2080,0.5619,120.4200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,papa,ssp585,2061-2080,0.5775,37.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SELVA ALEGRE,OTAVALO,papa,ssp585,2061-2080,0.4718,0.5100,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,papa,ssp585,2061-2080,0.5464,10.1900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CHUGA,PIMAMPIRO,papa,ssp585,2061-2080,0.5188,0.7400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,papa,ssp585,2061-2080,0.6347,52.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,papa,ssp585,2061-2080,0.5380,11.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
URCUQUI,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.4516,5.2400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
CAHUASQUI,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.5383,1.9200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.3750,0.5400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
PABLO ARENAS,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.5354,4.9500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.5354,3.2100,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
TUMBABIRO,SAN MIGUEL DE URCUQUI,papa,ssp585,2061-2080,0.5354,5.0400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,maiz,ssp585,2061-2080,0.6393,851.8500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,maiz,ssp585,2061-2080,0.5857,70.8700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,maiz,ssp585,2061-2080,0.7149,133.1000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,maiz,ssp585,2061-2080,0.5629,0.2900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,maiz,ssp585,2061-2080,0.6887,166.3000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,maiz,ssp585,2061-2080,0.4189,1221.0000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SALINAS,IBARRA,maiz,ssp585,2061-2080,0.6302,45.4700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,maiz,ssp585,2061-2080,0.6330,132.4300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,maiz,ssp585,2061-2080,0.6747,75.4900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,maiz,ssp585,2061-2080,0.6330,57.6900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,maiz,ssp585,2061-2080,0.6330,38.2400,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,maiz,ssp585,2061-2080,0.6330,25.0600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,maiz,ssp585,2061-2080,0.7070,88.5400,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,maiz,ssp585,2061-2080,0.6747,255.3300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
APUELA,COTACACHI,maiz,ssp585,2061-2080,0.7506,164.1200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,maiz,ssp585,2061-2080,0.5280,266.2100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,maiz,ssp585,2061-2080,0.7005,208.5200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PENAHERRERA,COTACACHI,maiz,ssp585,2061-2080,0.6335,163.4700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PLAZA GUTIERREZ,COTACACHI,maiz,ssp585,2061-2080,0.7403,89.9900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,maiz,ssp585,2061-2080,0.7088,89.9200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,maiz,ssp585,2061-2080,0.6284,310.9500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
VACAS GALINDO,COTACACHI,maiz,ssp585,2061-2080,0.6335,109.2500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
OTAVALO,OTAVALO,maiz,ssp585,2061-2080,0.7070,325.6100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
DR. MIGUEL EGAS CABEZAS,OTAVALO,maiz,ssp585,2061-2080,0.7070,76.4100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,maiz,ssp585,2061-2080,0.7210,130.1500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
GONZALEZ SUAREZ,OTAVALO,maiz,ssp585,2061-2080,0.7149,136.4600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
PATAQUI,OTAVALO,maiz,ssp585,2061-2080,0.7059,31.2300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,maiz,ssp585,2061-2080,0.7160,134.2300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JUAN DE ILUMAN,OTAVALO,maiz,ssp585,2061-2080,0.7070,99.1500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,maiz,ssp585,2061-2080,0.6887,460.8500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,maiz,ssp585,2061-2080,0.7210,183.0800,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SELVA ALEGRE,OTAVALO,maiz,ssp585,2061-2080,0.6407,76.8600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PIMAMPIRO,PIMAMPIRO,maiz,ssp585,2061-2080,0.6710,65.1200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CHUGA,PIMAMPIRO,maiz,ssp585,2061-2080,0.6179,3.0200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,maiz,ssp585,2061-2080,0.6842,80.5200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,maiz,ssp585,2061-2080,0.6376,0.0500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.5830,146.1900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CAHUASQUI,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.7022,2.1700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.6221,945.6000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PABLO ARENAS,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.6610,81.8000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.6610,47.3600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
TUMBABIRO,SAN MIGUEL DE URCUQUI,maiz,ssp585,2061-2080,0.6610,91.4200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,frejol,ssp585,2061-2080,0.7882,199.1900,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,frejol,ssp585,2061-2080,0.7436,75.1200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
ANGOCHAGUA,IBARRA,frejol,ssp585,2061-2080,0.8099,23.7600,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,frejol,ssp585,2061-2080,0.5739,31.0200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA ESPERANZA,IBARRA,frejol,ssp585,2061-2080,0.7977,28.0000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,frejol,ssp585,2061-2080,0.5199,8.8500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SALINAS,IBARRA,frejol,ssp585,2061-2080,0.7918,157.5300,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN ANTONIO,IBARRA,frejol,ssp585,2061-2080,0.7937,57.4200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,frejol,ssp585,2061-2080,0.8005,40.8100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,frejol,ssp585,2061-2080,0.7937,8.5000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,frejol,ssp585,2061-2080,0.7937,21.5400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,frejol,ssp585,2061-2080,0.7937,2.1000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,frejol,ssp585,2061-2080,0.8127,57.1000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,frejol,ssp585,2061-2080,0.8005,181.0400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,frejol,ssp585,2061-2080,0.7944,119.9800,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,frejol,ssp585,2061-2080,0.5922,152.0300,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,frejol,ssp585,2061-2080,0.8058,10.3400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,frejol,ssp585,2061-2080,0.7390,123.0400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,frejol,ssp585,2061-2080,0.8053,94.8400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
QUIROGA,COTACACHI,frejol,ssp585,2061-2080,0.8191,64.0500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
